score,type
0.3017897409832362,A
-0.9176479019483548,A
-1.1024063866051974,A
0.7447946252546538,A
0.8399344209786171,A
0.7436629053449354,A
-1.6784533631774663,A
-0.9423882617819943,A
-0.49714677836523846,A
-0.2941575146074899,A
-0.7403611986100388,A
0.44199732471596703,A
-1.4424160763952574,A
-0.8740206842806272,A
0.1254453423446099,A
0.6525541824443378,A
0.7995322206372014,A
1.6174473204623219,A
1.2049287992691007,A
-0.09305301667898687,A
0.07406661379353063,A
-0.8840152035956157,A
0.7558073434204139,A
-0.13419538108048493,A
0.372968015146107,A
-0.11571638833173341,A
0.7873888890967352,A
-0.5643241690998326,A
2.40315955837115,A
0.8442572646187351,A
-1.4985526214412266,A
-0.3428989851573957,A
0.20193077554546482,A
0.4772056569601675,A
-0.7556296579043739,A
-1.4889047173363799,A
-0.23615723951197115,A
0.5179772874774057,A
0.9098397737302572,A
0.7278860827330502,A
-0.32190258399636673,A
-0.23098155715428606,A
0.6059428243905204,A
1.1106524337240287,A
-0.8509367927081646,A
-0.14615276547860553,A
-0.38230208269888927,A
1.1794103529181441,A
-0.5737212818622541,A
1.1930010301780296,A
-0.561904314426502,A
0.011599325101522404,A
0.09803360143428956,A
-0.0536544199742247,A
-0.6290011723789913,A
-0.09443406180651488,A
0.12091250911146324,A
1.54443049585147,A
0.8959117769010242,A
-0.10055465614876358,A
-0.635719834952478,A
-0.9521492632432564,A
1.1184973670701892,A
-1.618446005784495,A
-2.270887876610629,A
0.2600807201267432,A
1.2712831905202926,A
0.8296825816272145,A
0.886942130962448,A
0.7478285100385808,A
-1.1241350085226134,A
2.2719235260357573,A
-0.8568878081715096,A
1.7123970312877101,A
0.5748515621946907,A
-0.6093782374589568,A
1.5950188806394132,A
0.3076893090034804,A
0.5229163956646177,A
0.7674527675133891,A
0.21351458143152885,A
-1.191462550002323,A
0.22564691874569465,A
-1.2669626219356258,A
2.1971665119260066,A
-0.24152269434137,A
0.12509961346739715,A
0.5397730744633159,A
1.159042151385651,A
0.07809738381662033,A
-1.3145468940337617,A
-0.8072397278544066,A
-1.1197647704892677,A
0.2878105057574613,A
-1.0936956936327453,A
1.0200683372538002,A
-1.3377901297209445,A
1.318925740958168,A
0.4746016443623301,A
-1.4287304648694097,A
-1.513083403629188,A
1.19203117462297,A
0.032280473670673125,A
-0.009751054718444703,A
1.654525221608707,A
0.49581332407760503,A
-1.293958727410885,A
-0.5957160634362169,A
0.17653320961831476,A
0.6904197465761733,A
0.41512844649382197,A
0.07997507076472993,A
0.43387228395983,A
-1.5847505812439966,A
0.09143606856590092,A
-0.31816296747333167,A
-1.4055472596066299,A
1.9865264537136407,A
0.8201033627013741,A
-0.49901129557064355,A
0.20926793675033,A
-1.9289636193959465,A
-1.1452070638159682,A
0.525249701934399,A
-0.5283673031600343,A
1.3137375155351405,A
-0.9702856681089973,A
1.1385931015343107,A
1.884236539923292,A
1.1573379242318618,A
-0.24800059095279053,A
-0.6296971948805281,A
-2.0733373281756657,A
0.7074174358118602,A
-1.0233080950979807,A
0.6263691694505141,A
2.0851147312130975,A
0.6070080317176089,A
0.3965556254003133,A
0.8119264735840493,A
1.022679146370031,A
1.1544817460367778,A
0.28398901738454313,A
-0.46420970226883207,A
1.2477660647525193,A
-0.8991587256051988,A
-1.6018323460815782,A
1.4263561421139923,A
2.5156970216637857,A
0.08655594053990491,A
-0.2965934933958261,A
0.032590993811442225,A
-0.7466259542332022,A
0.28987240580656737,A
-0.6925091837221046,A
-1.5803186145392305,A
0.9232918011834751,A
-0.8074591043906818,A
-1.3375531477601488,A
-0.8032743286755998,A
0.5527059868146733,A
-0.989284786207991,A
0.0743050030432241,A
-0.9312070328380159,A
0.8804751598930622,A
0.8973378534932336,A
-0.13737601063874008,A
-0.34799316136142056,A
-0.04778523014399614,A
-0.24350869754982477,A
0.1127117706580086,A
0.8221654354470208,A
0.17548543836036054,A
0.7640228973191368,A
-0.6695397675669231,A
-0.4213378782890138,A
-0.7361845934865828,A
-0.49322375120001444,A
1.5831566723505177,A
0.09779660425159716,A
0.4185318385323463,A
-2.375035464639796,A
-1.286597506521006,A
2.1699193469907683,A
1.4122484409464142,A
0.6323190881104841,A
-0.2064412080750909,A
-1.1822742451826456,A
-1.9369737547258596,A
1.7297823379120167,A
-0.40159887773855174,A
0.7273414578632936,A
0.8746356864308786,A
-0.6822742666826977,A
-0.685432770179887,A
0.7057940128223346,A
1.4553390562635913,A
1.7034466818141938,A
0.40880218733300094,A
0.5485444847169229,A
2.160647511510198,A
-0.26209929660206627,A
-2.0826212921283127,A
1.893430724442919,A
0.7536780266150936,A
-0.9540172287439523,A
1.544332478693517,A
-0.062307550658897454,A
0.3409210657082742,A
0.29958156674723374,A
0.9031047701563718,A
1.3081669453530496,A
-0.12614171008706573,A
0.23639166876903417,A
-1.67928138510501,A
1.9712221211225225,A
-1.2145751915233,A
-1.4158284206809473,A
0.32141470839112957,A
1.437182303187976,A
-0.7621279358527252,A
-0.2797466157315368,A
-0.5393952499669835,A
0.7170323842430958,A
-0.4411345921423442,A
0.4950279314928889,A
-1.2453672877314468,A
-0.262439951596385,A
-0.4822347017931101,A
0.9661525482547737,A
0.7889991204174314,A
1.1860030153363885,A
-0.22631562521154294,A
1.7382659503430997,A
-1.4847084612498735,A
0.6749130051593797,A
0.8533990989049507,A
0.8363746724566736,A
0.22661546786493927,A
1.6756385256622666,A
0.5084572492251581,A
-0.7424406513363038,A
-0.18671602991379518,A
0.7106711527055344,A
-0.3968427247580425,A
0.5902948863346211,A
-2.1080413257885158,A
-0.3190892088632147,A
-1.7977230073451242,A
2.003854869584584,A
-0.5172895874062895,A
1.3754337257754503,A
-0.6854878001820576,A
0.9764343314156536,A
1.0474836178231526,A
0.9026076224680241,A
-0.8726419400947636,A
0.379966065533444,A
2.163026304358396,A
0.37186027978203084,A
1.0768874399966846,A
0.5937592222575291,A
1.3623166008372032,A
0.604963023756867,A
0.24417958240312843,A
2.3794582018699195,A
0.24096774677810678,A
1.2370599509030369,A
-0.8328645328471088,A
-0.16474147042260395,A
0.7157332404458852,A
0.3404617503881091,A
-0.36695970604682004,A
0.6283099387745312,A
0.8862889361653148,A
0.3200861771513407,A
-0.22929957263229242,A
-0.2973765641660833,A
-2.0319417776854176,A
1.2653602662208454,A
-0.09163391763598827,A
0.4511007311209694,A
-0.8387986626701782,A
-1.0745716421108589,A
-1.1959347915947427,A
0.5172808548649507,A
0.3291962075266971,A
-0.8187429655903697,A
0.25373706142226893,A
-0.5086510324939496,A
-0.7132765354805046,A
-0.4760643838049576,A
-1.0142187943411802,A
0.17213359344076448,A
-0.48022492775367714,A
-0.7268626002123489,A
-1.254207642881429,A
0.9672291445171267,A
1.024041982288963,A
-0.3191120518159477,A
1.9795062689961829,A
0.9605393881204861,A
-0.5532258450441827,A
0.3733073083467074,A
-0.07569677354213179,A
-0.4260153172418944,A
0.20512694286634875,A
-0.2942792603343334,A
-0.3767984974533912,A
0.1533332655106366,A
-0.03878897096802005,A
0.4028336588411621,A
0.2419121977928954,A
0.4940894679313686,A
-0.47465408798135245,A
-0.7165808663467008,A
0.4128593114181636,A
0.5598764342733892,A
-0.7864644109629119,A
-0.660940223325087,A
-0.35992764693520585,A
0.9830850358857243,A
-0.244347749242389,A
1.2224230524225168,A
-1.138836441954635,A
-0.47226875866635903,A
1.0217275176338338,A
0.9086953376753731,A
-0.042390596206659775,A
0.23221948951977175,A
0.3700637687953792,A
0.18881289507069754,A
-0.17057537467031703,A
-0.320168869691958,A
0.2582651259034372,A
-1.3220324988571694,A
0.5613299357574852,A
-0.05363541419685802,A
-1.0206931197706033,A
-1.0886010959813064,A
-0.8978027592600205,A
1.0478302906948482,A
1.1286790752637548,A
-0.6354287380981943,A
-0.05948521305156472,A
1.2261203657687882,A
0.5646792972012261,A
-0.9117819007154,A
0.0506385758677122,A
-0.867442812695432,A
-2.2448525008405498,A
-1.3540666696941945,A
-0.733273259951823,A
0.9524033652721543,A
-1.7865878634566483,A
-0.25236699796622325,A
0.013101810476109229,A
0.2626710847331734,A
0.6734415414483712,A
-0.40084961188691126,A
0.882131025010906,A
-0.3745041496848242,A
-1.3403071767624983,A
0.0667481024653604,A
1.9084039780069089,A
-1.3974676839787648,A
1.8448473557356417,A
1.154565235845832,A
1.4397071938717119,A
-0.20120494593884325,A
0.42261885953985534,A
-0.6081365251348038,A
0.35455078758339703,A
1.1054765781631388,A
0.43660748325520465,A
1.0876723429584279,A
-1.2687092688129655,A
0.8891252461573412,A
0.5451660014553088,A
-0.36311019897811136,A
1.134255266956122,A
-0.8894695541607963,A
-2.1133636460023997,A
0.5246073882122527,A
-2.172428836871355,A
-0.9979136815246605,A
-0.4220456791745773,A
1.615653583690409,A
0.29166729368195454,A
-2.049429311141799,A
0.08733248007608374,A
-0.020087218748888632,A
-1.1753733523859848,A
0.40825981598793565,A
1.7973027006138311,A
0.010675961202835347,A
1.0368375179360576,A
-1.2944480964375302,A
2.083469384616983,A
-0.19906582404651565,A
-0.3553086418780445,A
1.0651771705322064,A
1.0270708838845077,A
-1.0586725999499342,A
0.2923114548516512,A
-0.8152250622734979,A
2.093445462641844,A
-0.6770114707019874,A
-1.7041805811698576,A
0.12019104859478445,A
-0.6508393849289561,A
0.888085963210471,A
0.4927378219797742,A
0.5910078570292426,A
-0.6817441077826479,A
-0.7081322703284917,A
-1.1476610309739446,A
-0.5965420054995927,A
0.7357165637002631,A
-0.6970298687448976,A
1.4241801720245493,A
0.36890039341813846,A
0.8270195660036688,A
-0.08036839348656745,A
0.7944460248317861,A
0.14515955792054874,A
0.878897474482082,A
0.057258200573861794,A
0.955803080401053,A
-0.25055884438537124,A
0.24649534505413703,A
2.2429575785705342,A
-0.07464981230657625,A
0.09792241401727052,A
-0.45193002872120824,A
1.0292349984788072,A
1.2334748144457561,A
-0.8991878534144938,A
-1.63556273394491,A
-0.2318018122441291,A
0.6995192312485184,A
-0.431170531167918,A
0.9734834409207057,A
0.7499285407854042,A
-0.8313931650925921,A
1.0015408456326977,A
-0.15700756071806113,A
0.4072947779257399,A
0.4314373552138116,A
0.8864130876120899,A
-1.36716976358337,A
0.9042795375100905,A
-1.0707107598082508,A
-0.39047351701711663,A
1.366649452930214,A
-1.2395768004300716,A
-0.4889036619263138,A
1.1889821601237072,A
1.4035723427170805,A
0.8492599648680149,A
0.09271939313138788,A
-0.38725576714205345,A
-0.9929966255231187,A
-0.08097202417371742,A
1.6476806448930028,A
-1.2935955319119063,A
-0.902541658382308,A
-0.07088202602744552,A
-1.01635025518257,A
0.7916795172222921,A
0.16739320700692775,A
-0.3952399328709515,A
-0.3264124022590758,A
-0.756697225483043,A
-0.1488142119776191,A
0.17535850546836146,A
-1.6284328512590047,A
-0.2438187582243328,A
-0.1288047821518596,A
1.3383692342104678,A
0.05878316929108797,A
-1.4459748386232094,A
0.9862603027797363,A
-0.5244301728368638,A
-0.3139290306707385,A
0.4629493279091224,A
1.9233099818102293,A
0.7672978086956783,A
1.5824339863998187,A
-0.14724098284963977,A
0.6092968870564673,A
-0.11666519999372624,A
-1.5845103866440353,A
-0.580606248777024,A
0.020785684338067916,A
1.6896265527563281,A
0.69835838675834,A
-1.625556234329265,A
-0.8010265684897732,A
1.6064366825560503,A
-0.9689709441669715,A
-1.0963363172683689,A
-0.43865094882011796,A
1.283224549696535,A
-0.5038779493772348,A
1.86807798511805,A
-1.6617312141152873,A
0.34372660539290645,A
1.3160201185608997,A
0.45929916897398365,A
-0.29501148387180604,A
-1.46160247930762,A
0.5181814290026433,A
1.4643310932395754,A
0.4144651429755527,A
-0.48919418139724097,A
0.5235014400904633,A
-1.2555663908346943,A
-0.6089224510340264,A
-1.2456303172596226,A
0.25803743888384084,A
-0.5253427871955362,A
0.6549994525170472,A
-0.2068710730369972,A
-0.361992315670558,A
-0.45196314492661116,A
-1.3263675544964368,A
-0.42940853140880464,A
0.6596861147805967,A
-1.303169295071192,A
-0.4558355885720603,A
0.665784165280277,A
-0.053212514427805356,A
-1.1373465144019117,A
-0.7121721433768482,A
-1.411293532706907,A
1.0649934586798504,A
-0.06861344021055503,A
0.574933880476504,A
-0.04963021014776276,A
-0.06739733944175391,A
0.4359855771449855,A
0.024423792962253332,A
-0.18284252139780408,A
-0.10797161176052046,A
0.38440776188963405,A
0.15082087694216098,A
0.3402609094366578,A
-1.3302922491348603,A
-0.07709048691908148,A
-0.07491153938535088,A
1.5777711176927331,A
-1.0278220967213316,A
0.015038466457747009,A
-2.0972595379860817,A
1.1331058363493964,A
1.9054002822820904,A
-0.6640981434865592,A
-0.4714518013076926,A
0.4038003734038142,A
0.09683784327042994,A
-0.25727456118765046,A
-0.17281073285353157,A
0.6157230323269208,A
-0.24488243309880284,A
-1.143938828613533,A
0.7627627139556646,A
0.2224082159848204,A
-0.1189559473924489,A
1.7311818987421697,A
-0.2632452094007532,A
0.5705949446333051,A
2.373089356268981,A
-0.8950744534820891,A
-0.05746786513066911,A
1.7620449913488234,A
1.123286667007513,A
-1.089608947689464,A
-0.06524365243063161,A
-0.44056384201847326,A
0.6847134053642161,A
-0.3537012342960765,A
0.9290365583979602,A
1.4026337477172415,A
-1.5388859383718403,A
-0.01516027867868841,A
-1.5563894803807172,A
-0.04415203774271456,A
-0.13043804617293783,A
0.8986945402902807,A
0.05507116064979858,A
1.190955630537961,A
0.10586074143718943,A
-1.0676898492287998,A
1.0003125441038507,A
-1.8786336024820853,A
0.9390945628710524,A
-1.0765130064814334,A
0.08906934820096099,A
0.784403507016622,A
-1.193700639838361,A
1.4792643397864143,A
-1.5867362879624178,A
-0.14866026739839214,A
0.12728069222890387,A
0.3861643540372005,A
-0.0202718740857345,A
-0.5690383312671229,A
1.5100667347825396,A
-1.000146947923928,A
0.7302631021725268,A
-0.19089703272305023,A
-0.20394670453363384,A
2.0997143302453534,A
0.4307565375195442,A
0.23693616831264133,A
0.33237322482390214,A
-0.7938091974616347,A
1.113131951750386,A
0.5846675087443994,A
-0.33081908926055037,A
2.2431523541223104,A
1.1787844306747155,A
-0.48988683378879283,A
-0.4448049329024694,A
-1.9607023286834342,A
-0.84446549363672,A
0.21606364304814502,A
0.37749946587764655,A
-0.0029402122837578616,A
-0.46816077842260784,A
1.6389061958229307,A
-1.0540567256386457,A
0.43050610675122875,A
0.4303598462505521,A
-0.981498351812836,A
-0.3306961812482172,A
0.08602737949194927,A
0.07865913024206014,A
-0.9320055505934667,A
-0.6745790163359232,A
-0.06028069217532092,A
-0.19595074800367684,A
1.0816767983019657,A
-0.7151394223794841,A
0.34516066799614564,A
-0.2712439090005058,A
1.0767988737932241,A
0.0385689917464954,A
-0.5297545540230701,A
1.3708748441641634,A
0.3852407880100468,A
0.6748345446800676,A
-1.4633933949330138,A
1.0246838741068016,A
-1.9711143088462997,A
0.1566040191295341,A
1.1603642526538123,A
-0.6684650649855407,A
-2.060366517778971,A
1.0364831034584818,A
-2.1420553246328558,A
-0.3156232573733173,A
0.008164260712219562,A
-0.11629226868622686,A
-1.5970304606851942,A
-1.1887580678389889,A
-0.3063277953368818,A
-1.5872195850739452,A
-1.509172653286678,A
-0.2163128773448807,A
-0.9647919398695939,A
0.5638592409465712,A
1.8214586034327311,A
0.22994298674966424,A
1.247460369989793,A
0.8311032341797852,A
-1.1207565340069827,A
-1.664442708331851,A
0.9311515733054927,A
0.7195642303597077,A
0.15893659803574206,A
1.3300047124256063,A
0.9623851215457753,A
0.6723255355733943,A
-0.16535960267388158,A
-0.2906810269284777,A
-0.6007154619357034,A
-0.24857393400264155,A
0.1324101910207511,A
1.8379917471416363,A
0.9463677705089033,A
0.07934351118826467,A
1.0355058189996504,A
0.13305870795774613,A
-0.9098067427079206,A
0.760197716259207,A
-0.07409527631406383,A
-0.5200607146163602,A
0.5617115249049679,A
1.5745331060678704,A
-0.9268895796814558,A
0.2581137743804742,A
1.1193262073000059,A
0.7250443536162737,A
-0.403445699939254,A
2.4079545781691296,A
-1.7036189166819216,A
0.49065798041610026,A
-0.012981064510802496,A
-0.8916142291813224,A
-0.5067503387048362,A
-0.3398861304872182,A
0.2361938745112183,A
-0.33682205525901615,A
0.06751240400952661,A
-0.08407129559279686,A
-0.46286952647554075,A
1.7410255786744409,A
-0.4211792865206876,A
0.2815055914477803,A
1.332637525052431,A
-0.03727648755992386,A
1.1411942192762614,A
0.4559192037812231,A
-0.9842872673951961,A
0.8768489829272069,A
0.6360629355057765,A
0.2896508095402393,A
1.6880588179414078,A
-1.3038799794899938,A
2.0628405069780955,A
0.5372931307900909,A
-1.24985185252521,A
-0.573581500028463,A
-1.1742523200011268,A
-0.43215666817780835,A
-0.7775964303565024,A
1.1545736756881728,A
0.37204328981982265,A
0.6007149160020908,A
-1.5733981697828197,A
0.6999977605547062,A
-0.8828303801622802,A
1.9484229936906532,A
0.06013350343673825,A
-0.38044244032711727,A
-1.005318495137666,A
0.518794234694281,A
-0.5261999040262502,A
-0.43613279607305266,A
1.004402301672718,A
-0.34649782586378247,A
-0.20386015598078455,A
0.8585312206738492,A
-0.0102295336790448,A
0.025969894651376915,A
-0.7591433498619352,A
1.0251477092095778,A
1.182920257013992,A
-0.22157114620240262,A
-0.030527721730649004,A
-1.5376866463640484,A
0.2145012924814674,A
-0.5890927949802115,A
-1.2886019055330202,A
0.44785429937016363,A
0.751297777552203,A
-0.4844165793377627,A
0.5408667934564372,A
-0.8463542307457048,A
-0.8582095776089015,A
-1.7787423409018022,A
1.333718260344469,A
-0.311938401200066,A
-0.6330482853920187,A
1.2426736014120523,A
1.1194597042516345,A
0.7655398957467988,A
-0.2966012061427628,A
0.26913711987689143,A
-0.6285507296852777,A
0.17935415042193265,A
1.907278914469559,A
-0.10251368660080092,A
-1.0057463219034901,A
0.9443792473132887,A
-0.7070868840164791,A
1.196453221935188,A
